hero_id	level	name	class	rarity	hp	attack	defense	skill_id_1	skill_id_2	skill_id_3	unlock_require_id	power
13	26	Kestrel	Ranger	Common	2452	498	114	1301	1302	null	null	1412
13	27	Kestrel	Ranger	Common	2539	513	117	1301	1302	null	null	1455
13	28	Kestrel	Ranger	Common	2626	529	120	1301	1302	null	null	1501
13	29	Kestrel	Ranger	Common	2713	544	123	1301	1302	null	null	1544
13	30	Kestrel	Ranger	Common	2800	560	126	1301	1302	null	null	1589
14	1	Vorn	Warrior	Rare	600	120	90	1401	1402	1403	5012	435
14	2	Vorn	Warrior	Rare	786	136	96	1401	1402	1403	5012	495
14	3	Vorn	Warrior	Rare	972	153	102	1401	1402	1403	5012	556
14	4	Vorn	Warrior	Rare	1158	170	108	1401	1402	1403	5012	618
14	5	Vorn	Warrior	Rare	1346	186	116	1401	1402	1403	5012	681
14	6	Vorn	Warrior	Rare	1532	202	122	1401	1402	1403	5012	740
14	7	Vorn	Warrior	Rare	1718	219	128	1401	1402	1403	5012	802
14	8	Vorn	Warrior	Rare	1904	236	134	1401	1402	1403	5012	863
14	9	Vorn	Warrior	Rare	2090	252	140	1401	1402	1403	5012	923
14	10	Vorn	Warrior	Rare	2276	268	146	1401	1402	1403	5012	983
14	11	Vorn	Warrior	Rare	2462	285	152	1401	1402	1403	5012	1044
14	12	Vorn	Warrior	Rare	2649	302	159	1401	1402	1403	5012	1107
14	13	Vorn	Warrior	Rare	2835	318	165	1401	1402	1403	5012	1167
14	14	Vorn	Warrior	Rare	3021	334	171	1401	1402	1403	5012	1227
14	15	Vorn	Warrior	Rare	3207	351	177	1401	1402	1403	5012	1288
14	16	Vorn	Warrior	Rare	3393	369	183	1401	1402	1403	5012	1352
14	17	Vorn	Warrior	Rare	3579	386	189	1401	1402	1403	5012	1413
14	18	Vorn	Warrior	Rare	3765	402	195	1401	1402	1403	5012	1473
14	19	Vorn	Warrior	Rare	3951	418	201	1401	1402	1403	5012	1533
14	20	Vorn	Warrior	Rare	4138	435	208	1401	1402	1403	5012	1596
14	21	Vorn	Warrior	Rare	4324	452	214	1401	1402	1403	5012	1657
14	22	Vorn	Warrior	Rare	4510	468	220	1401	1402	1403	5012	1717
14	23	Vorn	Warrior	Rare	4696	484	226	1401	1402	1403	5012	1777
14	24	Vorn	Warrior	Rare	4882	501	232	1401	1402	1403	5012	1838
14	25	Vorn	Warrior	Rare	5068	518	238	1401	1402	1403	5012	1900
14	26	Vorn	Warrior	Rare	5254	534	244	1401	1402	1403	5012	1959
14	27	Vorn	Warrior	Rare	5442	550	252	1401	1402	1403	5012	2022
14	28	Vorn	Warrior	Rare	5628	567	258	1401	1402	1403	5012	2084
14	29	Vorn	Warrior	Rare	5814	584	264	1401	1402	1403	5012	2145
14	30	Vorn	Warrior	Rare	6000	600	270	1401	1402	1403	5012	2205
15	1	Sable	Mage	Epic	400	200	60	1501	1502	1503	5012	530
15	2	Sable	Mage	Epic	524	226	64	1501	1502	1503	5012	600
15	3	Sable	Mage	Epic	648	252	68	1501	1502	1503	5012	671
15	4	Sable	Mage	Epic	772	278	72	1501	1502	1503	5012	741
15	5	Sable	Mage	Epic	896	304	76	1501	1502	1503	5012	812
15	6	Sable	Mage	Epic	1020	332	80	1501	1502	1503	5012	886
15	7	Sable	Mage	Epic	1144	358	84	1501	1502	1503	5012	956
15	8	Sable	Mage	Epic	1268	384	88	1501	1502	1503	5012	1027
15	9	Sable	Mage	Epic	1394	410	94	1501	1502	1503	5012	1100
15	10	Sable	Mage	Epic	1518	436	98	1501	1502	1503	5012	1171
15	11	Sable	Mage	Epic	1642	462	102	1501	1502	1503	5012	1241
15	12	Sable	Mage	Epic	1766	488	106	1501	1502	1503	5012	1312
15	13	Sable	Mage	Epic	1890	514	110	1501	1502	1503	5012	1382
15	14	Sable	Mage	Epic	2014	540	114	1501	1502	1503	5012	1452
15	15	Sable	Mage	Epic	2138	566	118	1501	1502	1503	5012	1523
15	16	Sable	Mage	Epic	2262	594	122	1501	1502	1503	5012	1597
15	17	Sable	Mage	Epic	2386	620	126	1501	1502	1503	5012	1668
15	18	Sable	Mage	Epic	2510	646	130	1501	1502	1503	5012	1738
15	19	Sable	Mage	Epic	2634	672	134	1501	1502	1503	5012	1808
15	20	Sable	Mage	Epic	2758	698	138	1501	1502	1503	5012	1879
15	21	Sable	Mage	Epic	2882	724	142	1501	1502	1503	5012	1949
15	22	Sable	Mage	Epic	3006	750	146	1501	1502	1503	5012	2020
15	23	Sable	Mage	Epic	3132	776	152	1501	1502	1503	5012	2093
15	24	Sable	Mage	Epic	3256	802	156	1501	1502	1503	5012	2164
15	25	Sable	Mage	Epic	3380	828	160	1501	1502	1503	5012	2234
15	26	Sable	Mage	Epic	3504	856	164	1501	1502	1503	5012	2308
15	27	Sable	Mage	Epic	3628	882	168	1501	1502	1503	5012	2379
15	28	Sable	Mage	Epic	3752	908	172	1501	1502	1503	5012	2449
15	29	Sable	Mage	Epic	3876	934	176	1501	1502	1503	5012	2520
15	30	Sable	Mage	Epic	4000	960	180	1501	1502	1503	5012	2590
16	1	Roric	Warrior	Common	400	80	60	1601	1602	null	5005	290
16	2	Roric	Warrior	Common	524	91	64	1601	1602	null	5005	330
16	3	Roric	Warrior	Common	648	102	68	1601	1602	null	5005	371
16	4	Roric	Warrior	Common	772	113	72	1601	1602	null	5005	411
16	5	Roric	Warrior	Common	897	124	77	1601	1602	null	5005	453
16	6	Roric	Warrior	Common	1021	135	81	1601	1602	null	5005	494
16	7	Roric	Warrior	Common	1145	146	85	1601	1602	null	5005	534
16	8	Roric	Warrior	Common	1269	157	89	1601	1602	null	5005	574
16	9	Roric	Warrior	Common	1393	168	93	1601	1602	null	5005	615
16	10	Roric	Warrior	Common	1517	179	97	1601	1602	null	5005	655
16	11	Roric	Warrior	Common	1641	190	101	1601	1602	null	5005	696
16	12	Roric	Warrior	Common	1766	201	106	1601	1602	null	5005	738
16	13	Roric	Warrior	Common	1890	212	110	1601	1602	null	5005	778
16	14	Roric	Warrior	Common	2014	223	114	1601	1602	null	5005	818
16	15	Roric	Warrior	Common	2138	234	118	1601	1602	null	5005	859
16	16	Roric	Warrior	Common	2262	246	122	1601	1602	null	5005	901
16	17	Roric	Warrior	Common	2386	257	126	1601	1602	null	5005	942
16	18	Roric	Warrior	Common	2510	268	130	1601	1602	null	5005	982
16	19	Roric	Warrior	Common	2634	279	134	1601	1602	null	5005	1022
16	20	Roric	Warrior	Common	2759	290	139	1601	1602	null	5005	1064
16	21	Roric	Warrior	Common	2883	301	143	1601	1602	null	5005	1105
16	22	Roric	Warrior	Common	3007	312	147	1601	1602	null	5005	1145
16	23	Roric	Warrior	Common	3131	323	151	1601	1602	null	5005	1186
16	24	Roric	Warrior	Common	3255	334	155	1601	1602	null	5005	1226
16	25	Roric	Warrior	Common	3379	345	159	1601	1602	null	5005	1266
16	26	Roric	Warrior	Common	3503	356	163	1601	1602	null	5005	1307
16	27	Roric	Warrior	Common	3628	367	168	1601	1602	null	5005	1349
16	28	Roric	Warrior	Common	3752	378	172	1601	1602	null	5005	1389
16	29	Roric	Warrior	Common	3876	389	176	1601	1602	null	5005	1430
16	30	Roric	Warrior	Common	4000	400	180	1601	1602	null	5005	1470
17	1	Ila	Mage	Common	200	100	30	1701	1702	null	5008	265
17	2	Ila	Mage	Common	262	113	32	1701	1702	null	5008	300
17	3	Ila	Mage	Common	324	126	34	1701	1702	null	5008	335
17	4	Ila	Mage	Common	386	139	36	1701	1702	null	5008	371
17	5	Ila	Mage	Common	448	152	38	1701	1702	null	5008	406
17	6	Ila	Mage	Common	510	166	40	1701	1702	null	5008	443
17	7	Ila	Mage	Common	572	179	42	1701	1702	null	5008	478
17	8	Ila	Mage	Common	634	192	44	1701	1702	null	5008	513
17	9	Ila	Mage	Common	697	205	47	1701	1702	null	5008	550
17	10	Ila	Mage	Common	759	218	49	1701	1702	null	5008	585
17	11	Ila	Mage	Common	821	231	51	1701	1702	null	5008	621
17	12	Ila	Mage	Common	883	244	53	1701	1702	null	5008	656
17	13	Ila	Mage	Common	945	257	55	1701	1702	null	5008	691
17	14	Ila	Mage	Common	1007	270	57	1701	1702	null	5008	726
17	15	Ila	Mage	Common	1069	283	59	1701	1702	null	5008	761
17	16	Ila	Mage	Common	1131	297	61	1701	1702	null	5008	799
17	17	Ila	Mage	Common	1193	310	63	1701	1702	null	5008	834
17	18	Ila	Mage	Common	1255	323	65	1701	1702	null	5008	869
17	19	Ila	Mage	Common	1317	336	67	1701	1702	null	5008	904
17	20	Ila	Mage	Common	1379	349	69	1701	1702	null	5008	939
17	21	Ila	Mage	Common	1441	362	71	1701	1702	null	5008	975
17	22	Ila	Mage	Common	1503	375	73	1701	1702	null	5008	1010
17	23	Ila	Mage	Common	1566	388	76	1701	1702	null	5008	1047
17	24	Ila	Mage	Common	1628	401	78	1701	1702	null	5008	1082
17	25	Ila	Mage	Common	1690	414	80	1701	1702	null	5008	1117
17	26	Ila	Mage	Common	1752	428	82	1701	1702	null	5008	1154
17	27	Ila	Mage	Common	1814	441	84	1701	1702	null	5008	1189
17	28	Ila	Mage	Common	1876	454	86	1701	1702	null	5008	1225
17	29	Ila	Mage	Common	1938	467	88	1701	1702	null	5008	1260
17	30	Ila	Mage	Common	2000	480	90	1701	1702	null	5008	1295
18	1	Oren	Ranger	Rare	420	165	63	1801	1802	1803	5018	466
18	2	Oren	Ranger	Rare	550	189	68	1801	1802	1803	5018	535
18	3	Oren	Ranger	Rare	681	212	72	1801	1802	1803	5018	600
18	4	Oren	Ranger	Rare	812	236	76	1801	1802	1803	5018	667
18	5	Oren	Ranger	Rare	942	258	81	1801	1802	1803	5018	732
18	6	Oren	Ranger	Rare	1071	282	84	1801	1802	1803	5018	797
18	7	Oren	Ranger	Rare	1202	304	88	1801	1802	1803	5018	860
18	8	Oren	Ranger	Rare	1332	328	93	1801	1802	1803	5018	929
18	9	Oren	Ranger	Rare	1462	351	98	1801	1802	1803	5018	995
18	10	Oren	Ranger	Rare	1593	375	102	1801	1802	1803	5018	1062
18	11	Oren	Ranger	Rare	1724	398	106	1801	1802	1803	5018	1127
18	12	Oren	Ranger	Rare	1854	422	111	1801	1802	1803	5018	1196
18	13	Oren	Ranger	Rare	1984	444	116	1801	1802	1803	5018	1260
18	14	Oren	Ranger	Rare	2115	468	120	1801	1802	1803	5018	1328
18	15	Oren	Ranger	Rare	2246	490	124	1801	1802	1803	5018	1391
18	16	Oren	Ranger	Rare	2374	514	128	1801	1802	1803	5018	1457
18	17	Oren	Ranger	Rare	2505	537	132	1801	1802	1803	5018	1522
18	18	Oren	Ranger	Rare	2636	561	136	1801	1802	1803	5018	1590
18	19	Oren	Ranger	Rare	2766	584	141	1801	1802	1803	5018	1656
18	20	Oren	Ranger	Rare	2896	608	146	1801	1802	1803	5018	1725
18	21	Oren	Ranger	Rare	3027	630	150	1801	1802	1803	5018	1788
18	22	Oren	Ranger	Rare	3158	654	154	1801	1802	1803	5018	1855
18	23	Oren	Ranger	Rare	3288	676	159	1801	1802	1803	5018	1919
18	24	Oren	Ranger	Rare	3418	700	164	1801	1802	1803	5018	1988
18	25	Oren	Ranger	Rare	3549	723	168	1801	1802	1803	5018	2053
18	26	Oren	Ranger	Rare	3678	747	171	1801	1802	1803	5018	2118
18	27	Oren	Ranger	Rare	3808	770	176	1801	1802	1803	5018	2185
18	28	Oren	Ranger	Rare	3939	794	180	1801	1802	1803	5018	2252
18	29	Oren	Ranger	Rare	4070	816	184	1801	1802	1803	5018	2315
18	30	Oren	Ranger	Rare	4200	840	189	1801	1802	1803	5018	2384
19	1	Quinn	Warrior	Epic	800	160	120	1901	1902	1903	5020	580
19	2	Quinn	Warrior	Epic	1048	182	128	1901	1902	1903	5020	661
19	3	Quinn	Warrior	Epic	1296	204	136	1901	1902	1903	5020	742
19	4	Quinn	Warrior	Epic	1544	226	144	1901	1902	1903	5020	822
19	5	Quinn	Warrior	Epic	1794	248	154	1901	1902	1903	5020	906
19	6	Quinn	Warrior	Epic	2042	270	162	1901	1902	1903	5020	987
19	7	Quinn	Warrior	Epic	2290	292	170	1901	1902	1903	5020	1068
19	8	Quinn	Warrior	Epic	2538	314	178	1901	1902	1903	5020	1149
19	9	Quinn	Warrior	Epic	2786	336	186	1901	1902	1903	5020	1230
19	10	Quinn	Warrior	Epic	3034	358	194	1901	1902	1903	5020	1310
19	11	Quinn	Warrior	Epic	3282	380	202	1901	1902	1903	5020	1391
19	12	Quinn	Warrior	Epic	3532	402	212	1901	1902	1903	5020	1475
19	13	Quinn	Warrior	Epic	3780	424	220	1901	1902	1903	5020	1556
19	14	Quinn	Warrior	Epic	4028	446	228	1901	1902	1903	5020	1637
19	15	Quinn	Warrior	Epic	4276	468	236	1901	1902	1903	5020	1718
19	16	Quinn	Warrior	Epic	4524	492	244	1901	1902	1903	5020	1802
19	17	Quinn	Warrior	Epic	4772	514	252	1901	1902	1903	5020	1883
19	18	Quinn	Warrior	Epic	5020	536	260	1901	1902	1903	5020	1964
19	19	Quinn	Warrior	Epic	5268	558	268	1901	1902	1903	5020	2045
19	20	Quinn	Warrior	Epic	5518	580	278	1901	1902	1903	5020	2129
19	21	Quinn	Warrior	Epic	5766	602	286	1901	1902	1903	5020	2210
19	22	Quinn	Warrior	Epic	6014	624	294	1901	1902	1903	5020	2290
19	23	Quinn	Warrior	Epic	6262	646	302	1901	1902	1903	5020	2371
19	24	Quinn	Warrior	Epic	6510	668	310	1901	1902	1903	5020	2452
19	25	Quinn	Warrior	Epic	6758	690	318	1901	1902	1903	5020	2533
19	26	Quinn	Warrior	Epic	7006	712	326	1901	1902	1903	5020	2614
19	27	Quinn	Warrior	Epic	7256	734	336	1901	1902	1903	5020	2698
19	28	Quinn	Warrior	Epic	7504	756	344	1901	1902	1903	5020	2778
19	29	Quinn	Warrior	Epic	7752	778	352	1901	1902	1903	5020	2859
19	30	Quinn	Warrior	Epic	8000	800	360	1901	1902	1903	5020	2940
20	1	Nyssa	Mage	Rare	300	150	45	2001	2002	2003	5011	398
20	2	Nyssa	Mage	Rare	393	170	48	2001	2002	2003	5011	451
20	3	Nyssa	Mage	Rare	486	189	51	2001	2002	2003	5011	503
20	4	Nyssa	Mage	Rare	579	208	54	2001	2002	2003	5011	555
20	5	Nyssa	Mage	Rare	672	228	57	2001	2002	2003	5011	609
20	6	Nyssa	Mage	Rare	765	249	60	2001	2002	2003	5011	664
20	7	Nyssa	Mage	Rare	858	268	63	2001	2002	2003	5011	716
20	8	Nyssa	Mage	Rare	951	288	66	2001	2002	2003	5011	770
20	9	Nyssa	Mage	Rare	1046	308	70	2001	2002	2003	5011	826
20	10	Nyssa	Mage	Rare	1138	327	74	2001	2002	2003	5011	879
20	11	Nyssa	Mage	Rare	1232	346	76	2001	2002	2003	5011	929
20	12	Nyssa	Mage	Rare	1324	366	80	2001	2002	2003	5011	984
20	13	Nyssa	Mage	Rare	1418	386	82	2001	2002	2003	5011	1037
20	14	Nyssa	Mage	Rare	1510	405	86	2001	2002	2003	5011	1090
20	15	Nyssa	Mage	Rare	1604	424	88	2001	2002	2003	5011	1140
20	16	Nyssa	Mage	Rare	1696	446	92	2001	2002	2003	5011	1200
20	17	Nyssa	Mage	Rare	1790	465	94	2001	2002	2003	5011	1250
20	18	Nyssa	Mage	Rare	1882	484	98	2001	2002	2003	5011	1303
20	19	Nyssa	Mage	Rare	1976	504	100	2001	2002	2003	5011	1356
20	20	Nyssa	Mage	Rare	2068	524	104	2001	2002	2003	5011	1411
20	21	Nyssa	Mage	Rare	2162	543	106	2001	2002	2003	5011	1461
20	22	Nyssa	Mage	Rare	2254	562	110	2001	2002	2003	5011	1514
20	23	Nyssa	Mage	Rare	2349	582	114	2001	2002	2003	5011	1570
20	24	Nyssa	Mage	Rare	2442	602	117	2001	2002	2003	5011	1624
20	25	Nyssa	Mage	Rare	2535	621	120	2001	2002	2003	5011	1676
20	26	Nyssa	Mage	Rare	2628	642	123	2001	2002	2003	5011	1731
20	27	Nyssa	Mage	Rare	2721	662	126	2001	2002	2003	5011	1785
20	28	Nyssa	Mage	Rare	2814	681	129	2001	2002	2003	5011	1837
20	29	Nyssa	Mage	Rare	2907	700	132	2001	2002	2003	5011	1889
20	30	Nyssa	Mage	Rare	3000	720	135	2001	2002	2003	5011	1942
